"CTstrict","predicted.celltype.l2","orig.ident","n"
"IGH.2341.IGHV4-4_IGLC:Cluster.1.IGKV1-5","B intermediate","P1043HIV",1
"IGH.2343.IGHV3-33_NA.NA","B naive","P1043HIV",1
"IGH.2344.IGHV3-73_IGLC:Cluster.13.IGKV1D-39","B naive","P1043HIV",1
"IGH.2345.IGHV1-69_IGLC:Cluster.19.IGKV3-11","B naive","P1043HIV",1
"IGH.2346.IGHV4-59_IGLC.67.IGKV1-5","B naive","P1043HIV",1
"IGH.2347.IGHV4-34_IGLC:Cluster.13.IGKV1D-39","B intermediate","P1043HIV",1
"IGH.2348.IGHV3-23_NA.NA","B naive","P1043HIV",1
"IGH.2349.IGHV3-23_IGLC:Cluster.20.IGKV3-15","B naive","P1043HIV",1
"IGH.235.IGHV1-2_IGLC:Cluster.16.IGKV2D-28","B naive","P1042MED",1
"IGH.2353.IGHV3-43_IGLC.68.IGKV1D-13","B intermediate","P1043HIV",1
"IGH.2355.IGHV4-61_IGLC:Cluster.17.IGKV2D-29","B intermediate","P1043HIV",1
"IGH.2356.IGHV3-30_IGLC:Cluster.16.IGKV2D-28","B intermediate","P1043HIV",1
"IGH.2358.IGHV4-34_IGLC:Cluster.5.IGKV1-9","B intermediate","P1043HIV",1
"IGH.2360.IGHV3-33_NA.NA","B naive","P1043HIV",1
"IGH.2361.IGHV5-51_IGLC:Cluster.13.IGKV1D-39","B naive","P1043HIV",1
"IGH.2362.IGHV4-39_IGLC:Cluster.1.IGKV1-5","B naive","P1043HIV",1
"IGH.2364.IGHV1-69-2_IGLC:Cluster.20.IGKV3-15","B naive","P1043HIV",1
"IGH.2366.IGHV3-30_IGLC:Cluster.8.IGKV1D-17","B intermediate","P1043HIV",1
"IGH.2367.IGHV3-23_NA.NA","B naive","P1043HIV",1
"IGH.2369.IGHV5-51_IGLC:Cluster.19.IGKV3-11","B naive","P1043HIV",1
"IGH.237.IGHV1-69-2_IGLC:Cluster.19.IGKV3-11","B naive","P1042MED",1
"IGH.2370.IGHV3-7_NA.NA","B intermediate","P1043HIV",1
"IGH.2371.IGHV3-7_IGLC:Cluster.8.IGKV1-17","B naive","P1043HIV",1
"IGH.2375.IGHV5-51_NA.NA","B naive","P1043HIV",1
"IGH.2376.IGHV3-7_NA.NA","B naive","P1043HIV",1
"IGH.2377.IGHV3-33_NA.NA","B naive","P1043HIV",1
"IGH.2378.IGHV2-5_IGLC:Cluster.16.IGKV2D-28","B naive","P1043HIV",1
"IGH.2379.IGHV1-18_IGLC.70.IGLV3-21","B naive","P1043HIV",1
"IGH.238.IGHV1-18_NA.NA","B naive","P1042MED",1
"IGH.2382.IGHV1-3_NA.NA","B intermediate","P1043HIV",1
"IGH.2384.IGHV4-4_NA.NA","B naive","P1043HIV",1
"IGH.2386.IGHV3-74_IGLC.71.IGKV1-5","B naive","P1043HIV",1
"IGH.2388.IGHV1-3_NA.NA","B naive","P1043HIV",1
"IGH.239.IGHV1-18_IGLC:Cluster.19.IGKV3-11","B naive","P1042MED",1
"IGH.2392.IGHV3-23_IGLC:Cluster.20.IGKV3-15","B naive","P1043HIV",1
"IGH.2395.IGHV3-15_IGLC:Cluster.16.IGKV2D-28","B intermediate","P1043HIV",1
"IGH.2396.IGHV1-69-2_IGLC:Cluster.20.IGKV3-15","B intermediate","P1043HIV",1
"IGH.2397.IGHV3-33_IGLC:Cluster.19.IGKV3-11","B naive","P1043HIV",1
"IGH.2399.IGHV3-43_IGLC:Cluster.21.IGKV3-20","B intermediate","P1043HIV",1
"IGH.24.IGHV1-69_NA.NA","B naive","P1042MED",1
"IGH.2400.IGHV2-5_IGLC:Cluster.4.IGKV1-8","CD4 TCM","P1043HIV",1
"IGH.2405.IGHV3-15_NA.NA","B intermediate","P1043HIV",1
"IGH.2407.IGHV4-31_IGLC:Cluster.1.IGKV1-5","B naive","P1043HIV",1
"IGH.2408.IGHV5-51_NA.NA","B naive","P1043HIV",1
"IGH.241.IGHV4-34_IGLC:Cluster.21.IGKV3-20","B naive","P1042MED",1
"IGH.2410.IGHV3-7_NA.NA","B memory","P1043HIV",1
"IGH.2412.IGHV4-39_IGLC:Cluster.21.IGKV3-20","B naive","P1043HIV",1
"IGH.2414.IGHV4-39_IGLC:Cluster.23.IGKV4-1","B naive","P1043HIV",1
"IGH.2415.IGHV3-21_IGLC:Cluster.10.IGKV1-33","B naive","P1043HIV",1
"IGH.2416.IGHV5-51_NA.NA","B intermediate","P1043HIV",1
"IGH.2417.IGHV1-3_NA.NA","B intermediate","P1043HIV",1
"IGH.2418.IGHV3-23_IGLC:Cluster.21.IGKV3-20","B intermediate","P1043HIV",1
"IGH.2419.IGHV4-34_NA.NA","B intermediate","P1043HIV",1
"IGH.242.IGHV3-48_IGLC:Cluster.10.IGKV1-33","B naive","P1042MED",1
"IGH.2420.IGHV4-34_IGLC:Cluster.5.IGKV1-9","B intermediate","P1043HIV",1
"IGH.2422.IGHV4-34_IGLC:Cluster.23.IGKV4-1","B intermediate","P1043HIV",1
"IGH.2423.IGHV1-69-2_IGLC:Cluster.30.IGLV2-14","B naive","P1043HIV",1
"IGH.2424.IGHV4-34_NA.NA","B naive","P1043HIV",1
"IGH.2425.IGHV3-7_IGLC:Cluster.1.IGKV1-5","B naive","P1043HIV",1
"IGH.2426.IGHV3-21_IGLC:Cluster.1.IGKV1-5","B intermediate","P1043HIV",1
"IGH.2429.IGHV4-39_IGLC:Cluster.13.IGKV1D-39","B naive","P1043HIV",1
"IGH.243.IGHV4-4_NA.NA","B intermediate","P1042MED",1
"IGH.2430.IGHV3-11_IGLC:Cluster.10.IGKV1-33","B naive","P1043HIV",1
"IGH.2431.IGHV3-43_IGLC:Cluster.1.IGKV1-16","B naive","P1043HIV",1
"IGH.2434.IGHV3-53_IGLC:Cluster.13.IGKV1D-39","B naive","P1043HIV",1
"IGH.2435.IGHV3-23_IGLC:Cluster.1.IGKV1-5","B naive","P1043HIV",1
"IGH.2438.IGHV4-39_NA.NA","B naive","P1043HIV",1
"IGH.2439.IGHV3-30_IGLC:Cluster.23.IGKV4-1","B intermediate","P1043HIV",1
"IGH.244.IGHV4-34_IGLC:Cluster.8.IGKV1-17","B naive","P1042MED",1
"IGH.2442.IGHV3-7_IGLC:Cluster.25.IGKV6D-21","B intermediate","P1043HIV",1
"IGH.2443.IGHV3-48_NA.NA","B naive","P1043HIV",1
"IGH.2446.IGHV3-15_IGLC:Cluster.16.IGKV2D-28","B naive","P1043HIV",1
"IGH.2447.IGHV3-53_NA.NA","B intermediate","P1043HIV",2
"IGH.2449.IGHV5-51_IGLC:Cluster.21.IGKV3-20","B naive","P1043HIV",1
"IGH.245.IGHV3-33_IGLC:Cluster.23.IGKV4-1","B intermediate","P1042MED",1
"IGH.2450.IGHV3-23_IGLC:Cluster.34.IGLV3-1","B naive","P1043HIV",1
"IGH.2452.IGHV3-43_NA.NA","B naive","P1043HIV",1
"IGH.2453.IGHV1-2_NA.NA","B naive","P1043HIV",1
"IGH.2454.IGHV1-69-2_IGLC:Cluster.19.IGKV3-11","B naive","P1043HIV",1
"IGH.2456.IGHV3-33_IGLC:Cluster.1.IGKV1-5","B naive","P1043HIV",1
"IGH.2458.IGHV3-73_NA.NA","B naive","P1043HIV",1
"IGH.2459.IGHV5-51_IGLC:Cluster.28.IGLV1-47","B naive","P1043HIV",1
"IGH.246.IGHV4-59_IGLC:Cluster.21.IGKV3-20","B naive","P1042MED",1
"IGH.2462.IGHV4-34_NA.NA","B intermediate","P1043HIV",1
"IGH.2463.IGHV3-15_IGLC:Cluster.13.IGKV1D-39","B naive","P1043HIV",1
"IGH.2464.IGHV1-2_IGLC:Cluster.21.IGKV3-20","B naive","P1043HIV",1
"IGH.2465.IGHV3-30_IGLC:Cluster.21.IGKV3D-20","B naive","P1043HIV",1
"IGH.2467.IGHV1-46_IGLC.73.IGKV4-1","B memory","P1043HIV",1
"IGH.2470.IGHV3-23_IGLC:Cluster.21.IGKV3-20","B naive","P1043HIV",1
"IGH.2472.IGHV3-15_IGLC:Cluster.38.IGLV3-25","B intermediate","P1043HIV",1
"IGH.2473.IGHV2-5_NA.NA","B naive","P1043HIV",1
"IGH.2476.IGHV4-39_NA.NA","B naive","P1043HIV",1
"IGH.2477.IGHV4-39_NA.NA","B naive","P1043HIV",1
"IGH.2479.IGHV3-30_NA.NA","B naive","P1043HIV",1
"IGH.248.IGHV1-18_IGLC:Cluster.20.IGKV3-15","B intermediate","P1042MED",1
"IGH.2480.IGHV3-23_IGLC:Cluster.1.IGKV1-5","B naive","P1043HIV",1
"IGH.2481.IGHV3-33_NA.NA","B naive","P1043HIV",1
"IGH.2482.IGHV3-21_IGLC:Cluster.37.IGLV3-21","B naive","P1043HIV",1
"IGH.2483.IGHV2-5_IGLC:Cluster.20.IGKV3-15","B naive","P1043HIV",1
"IGH.2487.IGHV4-34_NA.NA","B intermediate","P1043HIV",1
"IGH.2488.IGHV3-43_NA.NA","B naive","P1043HIV",1
"IGH.249.IGHV3-53_NA.NA","B naive","P1042MED",1
"IGH.2492.IGHV3-11_NA.NA","B naive","P1043HIV",1
"IGH.2496.IGHV1-3_IGLC:Cluster.10.IGKV1-33","B naive","P1043HIV",1
"IGH.2498.IGHV3-33_IGLC:Cluster.13.IGKV1D-39","B naive","P1043HIV",1
"IGH.250.IGHV3-23_NA.NA","B naive","P1042MED",1
"IGH.2502.IGHV3-21_NA.NA","B naive","P1043HIV",1
"IGH.2504.IGHV3-23_IGLC:Cluster.19.IGKV3-11","B intermediate","P1043HIV",1
"IGH.2506.IGHV1-3_IGLC:Cluster.21.IGKV3-20","B naive","P1043HIV",1
"IGH.2507.IGHV3-11_NA.NA","B naive","P1043HIV",1
"IGH.2509.IGHV1-46_IGLC:Cluster.8.IGKV1-17","B naive","P1043HIV",1
"IGH.251.IGHV1-46_NA.NA","B naive","P1042MED",1
"IGH.2515.IGHV4-39_NA.NA","B naive","P1043HIV",1
"IGH.2517.IGHV1-3_IGLC:Cluster.18.IGKV2D-40","B naive","P1043HIV",1
"IGH.2518.IGHV4-59_IGLC:Cluster.13.IGKV1D-39","B naive","P1043HIV",1
"IGH.252.IGHV4-59_NA.NA","B naive","P1042MED",1
"IGH.2520.IGHV3-23_IGLC:Cluster.1.IGKV1-16","B intermediate","P1043HIV",1
"IGH.2521.IGHV4-59_NA.NA","B intermediate","P1043HIV",1
"IGH.2522.IGHV4-59_IGLC:Cluster.10.IGKV1-33","B naive","P1043HIV",1
"IGH.2523.IGHV3-7_NA.NA","B intermediate","P1043HIV",1
"IGH.2524.IGHV3-7_IGLC:Cluster.20.IGKV3-15","B naive","P1043HIV",1
"IGH.2526.IGHV3-33_NA.NA","B naive","P1043HIV",1
"IGH.2527.IGHV3-7_IGLC:Cluster.20.IGKV3-15","B naive","P1043HIV",1
"IGH.2531.IGHV3-33_IGLC:Cluster.4.IGKV1-8","B naive","P1043HIV",1
"IGH.2533.IGHV3-23_IGLC:Cluster.28.IGLV1-44","B intermediate","P1043HIV",1
"IGH.2536.IGHV6-1_NA.NA","B intermediate","P1043HIV",1
"IGH.2537.IGHV4-39_NA.NA","B naive","P1043HIV",1
"IGH.2540.IGHV4-34_IGLC:Cluster.21.IGKV3-20","B naive","P1043HIV",1
"IGH.2541.IGHV4-59_NA.NA","B memory","P1043HIV",1
"IGH.2542.IGHV3-30_IGLC:Cluster.11.IGKV1D-8","B naive","P1043HIV",1
"IGH.2544.IGHV4-61_NA.NA","B intermediate","P1043HIV",1
"IGH.2545.IGHV5-51_NA.NA","B naive","P1043HIV",1
"IGH.2546.IGHV3-15_IGLC:Cluster.19.IGKV3-11","B intermediate","P1043HIV",1
"IGH.2548.IGHV4-4_IGLC:Cluster.30.IGLV2-14","B naive","P1043HIV",1
"IGH.2550.IGHV3-23_IGLC:Cluster.10.IGKV1-33","B naive","P1043HIV",1
"IGH.2552.IGHV4-39_NA.NA","B naive","P1043HIV",1
"IGH.2554.IGHV3-23_IGLC:Cluster.10.IGKV1-33","B intermediate","P1043HIV",1
"IGH.2559.IGHV1-69-2_NA.NA","B naive","P1043HIV",1
"IGH.256.IGHV3-53_IGLC:Cluster.1.IGKV1-5","B naive","P1042MED",1
"IGH.2560.IGHV1-3_NA.NA","B intermediate","P1043HIV",1
"IGH.2561.IGHV3-33_NA.NA","B intermediate","P1043HIV",1
"IGH.2566.IGHV3-7_IGLC:Cluster.11.IGKV1D-8","B naive","P1043HIV",1
"IGH.2568.IGHV1-24_IGLC.75.IGLV3-9","B naive","P1043HIV",1
"IGH.2569.IGHV5-51_NA.NA","B naive","P1043HIV",1
"IGH.257.IGHV4-34_NA.NA","B naive","P1042MED",1
"IGH.2570.IGHV1-24_IGLC:Cluster.21.IGKV3-20","B naive","P1043HIV",1
"IGH.2571.IGHV1-46_NA.NA","B intermediate","P1043HIV",1
"IGH.2573.IGHV1-2_IGLC.77.IGLV10-54","B intermediate","P1043HIV",1
"IGH.2575.IGHV4-34_IGLC:Cluster.9.IGKV1-27","B intermediate","P1043HIV",1
"IGH.2577.IGHV4-34_NA.NA","B naive","P1043HIV",1
"IGH.2579.IGHV3-23_IGLC:Cluster.10.IGKV1-33","B naive","P1043HIV",1
"IGH.258.IGHV2-70_NA.NA","B naive","P1042MED",1
"IGH.2580.IGHV3-23_IGLC:Cluster.20.IGKV3-15","B naive","P1043HIV",1
"IGH.2581.IGHV2-5_IGLC:Cluster.16.IGKV2D-28","B intermediate","P1043HIV",1
"IGH.2584.IGHV3-21_IGLC:Cluster.30.IGLV2-14","B naive","P1043HIV",1
"IGH.2586.IGHV3-30_IGLC:Cluster.19.IGKV3-11","B naive","P1043HIV",1
"IGH.2588.IGHV3-11_NA.NA","B intermediate","P1043HIV",1
"IGH.2589.IGHV4-59_IGLC:Cluster.20.IGKV3-15","B intermediate","P1043HIV",1
"IGH.259.IGHV4-34_IGLC:Cluster.8.IGKV1-17","B intermediate","P1042MED",1
"IGH.2591.IGHV3-43_IGLC:Cluster.37.IGLV3-21","B naive","P1043HIV",1
"IGH.2593.IGHV1-46_IGLC:Cluster.4.IGKV1-8","B naive","P1043HIV",1
"IGH.2595.IGHV2-26_IGLC:Cluster.13.IGKV1D-39","B intermediate","P1043HIV",1
"IGH.2596.IGHV4-61_IGLC:Cluster.21.IGKV3-20","B intermediate","P1043HIV",1
"IGH.2598.IGHV3-15_IGLC:Cluster.8.IGKV1-17","B naive","P1043HIV",1
"IGH.2602.IGHV3-15_IGLC:Cluster.28.IGLV1-47","B intermediate","P1043HIV",1
"IGH.2603.IGHV4-34_IGLC:Cluster.13.IGKV1D-39","B memory","P1043HIV",1
"IGH.2606.IGHV1-69-2_IGLC:Cluster.1.IGKV1-5","B naive","P1043HIV",1
"IGH.2607.IGHV1-46_IGLC:Cluster.10.IGKV1-33","B intermediate","P1043HIV",1
"IGH.261.IGHV3-23_IGLC:Cluster.13.IGKV1D-39","B naive","P1042MED",1
"IGH.2610.IGHV3-33_IGLC:Cluster.13.IGKV1D-39","B intermediate","P1043HIV",1
"IGH.2611.IGHV4-34_IGLC:Cluster.9.IGKV1-27","B intermediate","P1043HIV",1
"IGH.2612.IGHV1-58_IGLC:Cluster.7.IGKV1-12","B intermediate","P1043HIV",1
"IGH.2613.IGHV3-33_IGLC:Cluster.20.IGKV3-15","B intermediate","P1043HIV",1
"IGH.2614.IGHV1-69-2_IGLC:Cluster.21.IGKV3-20","B naive","P1043HIV",1
"IGH.2615.IGHV3-21_NA.NA","B naive","P1043HIV",1
"IGH.2616.IGHV3-11_IGLC:Cluster.5.IGKV1-9","B naive","P1043HIV",1
"IGH.2617.IGHV4-4_IGLC:Cluster.21.IGKV3-20","B intermediate","P1043HIV",1
"IGH.2620.IGHV3-43_NA.NA","B intermediate","P1043HIV",1
"IGH.2623.IGHV3-33_NA.NA","B intermediate","P1043HIV",1
"IGH.2627.IGHV3-23_IGLC:Cluster.19.IGKV3-11","B naive","P1043HIV",1
"IGH.2628.IGHV2-70_NA.NA","B naive","P1043HIV",1
"IGH.2629.IGHV3-48_IGLC:Cluster.20.IGKV3-15","B intermediate","P1043HIV",1
"IGH.2630.IGHV4-39_NA.NA","B naive","P1043HIV",1
"IGH.2631.IGHV4-4_NA.NA","B naive","P1043HIV",1
"IGH.2632.IGHV3-33_NA.NA","B naive","P1043HIV",1
"IGH.2634.IGHV4-34_NA.NA","B naive","P1043HIV",1
"IGH.2635.IGHV3-74_IGLC:Cluster.13.IGKV1D-39","B naive","P1043HIV",1
"IGH.2636.IGHV3-20_IGLC:Cluster.13.IGKV1D-39","B intermediate","P1043HIV",1
"IGH.2638.IGHV1-46_IGLC:Cluster.8.IGKV1-17","B intermediate","P1043HIV",1
"IGH.2639.IGHV4-39_IGLC:Cluster.1.IGKV1-5","B naive","P1043HIV",1
"IGH.264.IGHV3-23_IGLC:Cluster.1.IGKV1-5","B naive","P1042MED",1
"IGH.2641.IGHV4-34_NA.NA","B naive","P1043HIV",1
"IGH.2642.IGHV3-23_NA.NA","B intermediate","P1043HIV",1
"IGH.2647.IGHV3-15_NA.NA","B naive","P1043HIV",1
"IGH.2648.IGHV4-59_IGLC:Cluster.37.IGLV3-21","B naive","P1043HIV",1
"IGH.2649.IGHV3-43_IGLC:Cluster.7.IGKV1-12","B naive","P1043HIV",1
"IGH.265.IGHV3-23_IGLC:Cluster.19.IGKV3-11","CD4 Proliferating","P1042CD3",1
"IGH.2651.IGHV3-11_NA.NA","B intermediate","P1043HIV",1
"IGH.2652.IGHV3-30_NA.NA","B intermediate","P1043HIV",1
"IGH.2653.IGHV4-39_IGLC:Cluster.20.IGKV3-15","B naive","P1043HIV",1
"IGH.2655.IGHV4-4_IGLC:Cluster.21.IGKV3-20","B memory","P1043HIV",1
"IGH.2656.IGHV3-53_IGLC:Cluster.1.IGKV1-5","B intermediate","P1043HIV",1
"IGH.2658.IGHV3-15_NA.NA","B intermediate","P1043HIV",1
"IGH.2659.IGHV4-61_IGLC:Cluster.23.IGKV4-1","B intermediate","P1043HIV",1
"IGH.2660.IGHV3-43_NA.NA","B intermediate","P1043HIV",1
"IGH.2661.IGHV1-3_IGLC:Cluster.15.IGKV2-30","B naive","P1043HIV",1
"IGH.2662.IGHV6-1_IGLC:Cluster.21.IGKV3-20","B intermediate","P1043HIV",1
"IGH.2663.IGHV4-61_IGLC:Cluster.21.IGKV3D-20","B memory","P1043HIV",1
"IGH.2664.IGHV1-69-2_IGLC:Cluster.21.IGKV3-20","B naive","P1043HIV",1
"IGH.2666.IGHV3-23_NA.NA","B intermediate","P1043HIV",1
"IGH.2668.IGHV4-61_NA.NA","B naive","P1043HIV",1
"IGH.267.IGHV4-39_IGLC:Cluster.4.IGKV1-8","B memory","P1042CD3",1
"IGH.2670.IGHV3-74_IGLC:Cluster.16.IGKV2D-28","B intermediate","P1043HIV",1
"IGH.2671.IGHV1-69-2_NA.NA","B naive","P1043HIV",1
"IGH.2673.IGHV4-4_IGLC:Cluster.20.IGKV3-15","B naive","P1043HIV",1
"IGH.2676.IGHV4-59_IGLC:Cluster.15.IGKV2D-30","B intermediate","P1043HIV",1
"IGH.2677.IGHV3-23_NA.NA","B intermediate","JLKMED",1
"IGH.2678.IGHV3-33_IGLC:Cluster.1.IGKV1-5","B memory","JLKMED",1
"IGH.268.IGHV3-74_IGLC:Cluster.13.IGKV1D-39","CD4 Proliferating","P1042CD3",1
"IGH.2680.IGHV3-7_NA.NA","B intermediate","JLKMED",1
"IGH.2681.IGHV1-46_IGLC:Cluster.19.IGKV3-11","B intermediate","JLKMED",1
"IGH.2682.IGHV3-23_NA.NA","B naive","JLKMED",1
"IGH.2683.IGHV3-23_IGLC:Cluster.13.IGKV1D-39","B memory","JLKMED",1
"IGH.2685.IGHV4-39_IGLC:Cluster.13.IGKV1D-39","B intermediate","JLKMED",1
"IGH.269.IGHV4-39_IGLC:Cluster.19.IGKV3-11","CD4 TCM","P1042CD3",1
"IGH.2691.IGHV1-69-2_IGLC:Cluster.10.IGKV1-33","B naive","JLKMED",1
"IGH.2692.IGHV3-33_IGLC:Cluster.7.IGKV1-12","B intermediate","JLKMED",1
"IGH.2693.IGHV3-48_IGLC:Cluster.21.IGKV3-20","B intermediate","JLKMED",1
"IGH.2696.IGHV3-30_NA.NA","B naive","JLKMED",1
"IGH.2697.IGHV4-34_IGLC:Cluster.7.IGKV1-12","B naive","JLKMED",1
"IGH.2699.IGHV3-43_IGLC:Cluster.23.IGKV4-1","B intermediate","JLKMED",1
"IGH.270.IGHV3-23_IGLC:Cluster.29.IGLV2-11","B intermediate","P1042CD3",1
"IGH.2700.IGHV3-49_IGLC:Cluster.16.IGKV2D-28","B naive","JLKMED",1
"IGH.2701.IGHV4-34_IGLC:Cluster.19.IGKV3-11","B naive","JLKMED",1
"IGH.2702.IGHV3-23_IGLC:Cluster.9.IGKV1-27","Plasmablast","JLKMED",1
"IGH.2703.IGHV1-3_IGLC:Cluster.35.IGLV3-10","B naive","JLKMED",1
"IGH.2704.IGHV1-46_NA.NA","B naive","JLKMED",1
"IGH.2706.IGHV3-11_IGLC:Cluster.13.IGKV1D-39","B naive","JLKMED",1
"IGH.2707.IGHV3-21_IGLC:Cluster.34.IGLV3-1","B naive","JLKMED",1
"IGH.2708.IGHV1-69-2_IGLC:Cluster.6.IGKV1-9","B naive","JLKMED",2
"IGH.2709.IGHV3-21_IGLC:Cluster.19.IGKV3-11","B naive","JLKMED",1
"IGH.271.IGHV1-69-2_IGLC:Cluster.21.IGKV3-20","CD4 TCM","P1042CD3",1
"IGH.2710.IGHV4-34_IGLC:Cluster.19.IGKV3-11","B naive","JLKMED",1
"IGH.2712.IGHV3-74_IGLC:Cluster.29.IGLV2-11","B naive","JLKMED",1
"IGH.2713.IGHV1-18_NA.NA","pDC","JLKMED",1
"IGH.2717.IGHV3-64_IGLC:Cluster.13.IGKV1D-39","B naive","JLKMED",1
"IGH.2719.IGHV3-7_IGLC:Cluster.20.IGKV3-15","B memory","JLKMED",1
"IGH.2721.IGHV1-18_NA.NA","B intermediate","JLKMED",1
"IGH.2722.IGHV3-48_IGLC:Cluster.21.IGKV3-20","B intermediate","JLKMED",1
"IGH.2723.IGHV3-23_IGLC:Cluster.10.IGKV1-33","B intermediate","JLKMED",1
"IGH.2725.IGHV1-46_IGLC:Cluster.20.IGKV3-15","B naive","JLKMED",1
"IGH.2726.IGHV4-59_IGLC:Cluster.10.IGKV1-33","B naive","JLKMED",1
"IGH.2727.IGHV3-15_IGLC:Cluster.19.IGKV3-11","B intermediate","JLKMED",1
"IGH.273.IGHV3-33_IGLC:Cluster.23.IGKV4-1","B intermediate","P1042CD3",1
"IGH.2731.IGHV3-43_IGLC:Cluster.13.IGKV1D-39","B intermediate","JLKMED",1
"IGH.2732.IGHV1-2_IGLC:Cluster.14.IGKV2-24","B intermediate","JLKMED",1
"IGH.2733.IGHV3-21_NA.NA","B intermediate","JLKMED",1
"IGH.2735.IGHV4-59_IGLC:Cluster.13.IGKV1D-39","B naive","JLKMED",1
"IGH.2737.IGHV1-69-2_IGLC:Cluster.34.IGLV3-1","B naive","JLKMED",1
"IGH.2739.IGHV3-13_IGLC:Cluster.8.IGKV1-17","B naive","JLKMED",1
"IGH.2740.IGHV1-46_NA.NA","B intermediate","JLKMED",1
"IGH.2742.IGHV3-7_IGLC:Cluster.10.IGKV1-33","B intermediate","JLKMED",1
"IGH.2743.IGHV3-33_IGLC.82.IGKV3-11","B intermediate","JLKMED",1
"IGH.2745.IGHV1-46_IGLC:Cluster.23.IGKV4-1","B intermediate","JLKMED",1
"IGH.2746.IGHV2-26_IGLC:Cluster.32.IGLV2-23","B intermediate","JLKMED",1
"IGH.2749.IGHV4-34_NA.NA","B naive","JLKMED",1
"IGH.2750.IGHV3-23_IGLC.83.IGKV2-24","B naive","JLKMED",1
"IGH.2751.IGHV1-18_IGLC:Cluster.21.IGKV3-20","B intermediate","JLKMED",1
"IGH.2754.IGHV3-33_NA.NA","B intermediate","JLKMED",1
"IGH.2755.IGHV1-46_IGLC:Cluster.8.IGKV1-17","B intermediate","JLKMED",1
"IGH.2756.IGHV3-23_IGLC:Cluster.19.IGKV3-11","B intermediate","JLKMED",1
"IGH.2757.IGHV1-46_NA.NA","B intermediate","JLKMED",1
"IGH.2759.IGHV4-34_IGLC:Cluster.23.IGKV4-1","B naive","JLKMED",1
"IGH.276.IGHV3-11_IGLC:Cluster.13.IGKV1D-39","CD4 TCM","P1042CD3",1
"IGH.2761.IGHV2-5_NA.NA","B naive","JLKMED",1
"IGH.2762.IGHV3-43_IGLC:Cluster.1.IGKV1-16","B naive","JLKMED",1
"IGH.2763.IGHV3-73_IGLC:Cluster.13.IGKV1D-39","CD8 TEM","JLKMED",1
"IGH.2766.IGHV4-59_IGLC:Cluster.4.IGKV1-8","B naive","JLKMED",1
"IGH.2767.IGHV3-33_NA.NA","B intermediate","JLKMED",1
"IGH.2768.IGHV3-43_IGLC.84.IGKV3-20","B intermediate","JLKMED",1
"IGH.2769.IGHV3-33_IGLC.85.IGKV2D-28","B intermediate","JLKMED",1
"IGH.277.IGHV4-39_IGLC:Cluster.19.IGKV3-11","CD4 TCM","P1042CD3",4
"IGH.2770.IGHV3-53_IGLC:Cluster.21.IGKV3-20","B intermediate","JLKMED",1
"IGH.2773.IGHV5-51_IGLC:Cluster.21.IGKV3-20","B naive","JLKMED",1
"IGH.2776.IGHV3-49_IGLC:Cluster.20.IGKV3-15","B naive","JLKMED",1
"IGH.278.IGHV3-7_IGLC:Cluster.3.IGKV1-6","Plasmablast","P1042CD3",1
"IGH.2780.IGHV3-15_IGLC:Cluster.13.IGKV1D-39","B intermediate","JLKMED",1
"IGH.2782.IGHV1-3_IGLC:Cluster.29.IGLV2-11","B naive","JLKMED",1
"IGH.2784.IGHV5-51_NA.NA","B naive","JLKMED",1
"IGH.2787.IGHV3-30_IGLC:Cluster.23.IGKV4-1","B naive","JLKMED",1
"IGH.2788.IGHV4-4_NA.NA","B naive","JLKMED",1
"IGH.2790.IGHV4-34_IGLC:Cluster.13.IGKV1D-39","B intermediate","JLKMED",1
"IGH.2792.IGHV3-21_NA.NA","B intermediate","JLKMED",1
"IGH.2793.IGHV3-23_NA.NA","B naive","JLKMED",1
"IGH.2794.IGHV4-39_NA.NA","B naive","JLKMED",1
"IGH.2795.IGHV3-33_IGLC:Cluster.13.IGKV1D-39","B intermediate","JLKMED",1
"IGH.2796.IGHV1-58_IGLC:Cluster.21.IGKV3-20","B naive","JLKMED",1
"IGH.2797.IGHV3-23_IGLC:Cluster.20.IGKV3-15","B naive","JLKMED",1
"IGH.28.IGHV3-20_IGLC.1.IGKV1-5","B intermediate","P1042MED",1
"IGH.280.IGHV6-1_IGLC:Cluster.23.IGKV4-1","CD4 TCM","P1042CD3",2
"IGH.2801.IGHV5-51_IGLC:Cluster.19.IGKV3-11","B intermediate","JLKMED",1
"IGH.2803.IGHV3-21_IGLC:Cluster.4.IGKV1-8","B naive","JLKMED",1
"IGH.2805.IGHV6-1_IGLC:Cluster.19.IGKV3-11","B naive","JLKMED",1
"IGH.2806.IGHV4-34_NA.NA","B intermediate","JLKMED",1
"IGH.2808.IGHV1-18_IGLC:Cluster.8.IGKV1-17","B intermediate","JLKMED",1
"IGH.2809.IGHV3-48_NA.NA","B intermediate","JLKMED",1
"IGH.2810.IGHV3-74_IGLC:Cluster.19.IGKV3-11","CD4 TCM","JLKMED",1
"IGH.2811.IGHV1-69-2_NA.NA","B intermediate","JLKMED",1
"IGH.2812.IGHV5-51_NA.NA","B naive","JLKMED",1
"IGH.2814.IGHV4-4_IGLC:Cluster.21.IGKV3-20","B naive","JLKMED",1
"IGH.2815.IGHV3-7_NA.NA","B intermediate","JLKMED",1
