"CTgene","predicted.celltype.l2","orig.ident","n"
"TRAV29DV5.TRAJ49.TRAC_TRBV4-2.NA.TRBJ2-1.TRBC2","CD4 Proliferating","P1043CD3",1
"TRAV29DV5.TRAJ49.TRAC_TRBV4-2.NA.TRBJ2-7.TRBC2","CD4 TCM","P1043CD3",1
"TRAV29DV5.TRAJ49.TRAC_TRBV4-3.NA.TRBJ1-2.TRBC1","CD4 TCM","P1043MED",1
"TRAV29DV5.TRAJ49.TRAC_TRBV4-3.TRBD1.TRBJ2-5.TRBC2","CD8 Naive","JLKCD3",1
"TRAV29DV5.TRAJ49.TRAC_TRBV4-3.TRBD2.TRBJ2-3.TRBC2","CD8 Naive","P1043CD3",1
"TRAV29DV5.TRAJ49.TRAC_TRBV5-1.NA.TRBJ1-1.TRBC1","CD4 TCM","P1042HIV",1
"TRAV29DV5.TRAJ49.TRAC_TRBV5-1.NA.TRBJ1-6.TRBC1","CD4 TCM","JLKMED",1
"TRAV29DV5.TRAJ49.TRAC_TRBV5-1.NA.TRBJ2-7.TRBC2","CD4 TCM","P1042MED",1
"TRAV29DV5.TRAJ49.TRAC_TRBV5-1.TRBD1.TRBJ2-2.TRBC2","CD4 Naive","P1042HIV",1
"TRAV29DV5.TRAJ49.TRAC_TRBV5-1.TRBD1.TRBJ2-3.TRBC2","CD8 TEM","JLKMED",1
"TRAV29DV5.TRAJ49.TRAC_TRBV5-4.NA.TRBJ2-7.TRBC2","CD4 TCM","P1043CD3",1
"TRAV29DV5.TRAJ49.TRAC_TRBV6-3.NA.TRBJ2-3.TRBC2","CD4 TCM","P1043HIV",1
"TRAV29DV5.TRAJ49.TRAC_TRBV6-4.TRBD1.TRBJ1-2.TRBC1","CD8 Naive","P1043HIV",1
"TRAV29DV5.TRAJ49.TRAC_TRBV6-5.NA.TRBJ1-1.TRBC1","CD8 Naive","P1042MED",1
"TRAV29DV5.TRAJ49.TRAC_TRBV6-5.NA.TRBJ1-4.TRBC1","CD4 TCM","JLKCD3",1
"TRAV29DV5.TRAJ49.TRAC_TRBV7-2.NA.TRBJ1-2.TRBC1","CD4 TCM","P1043HIV",1
"TRAV29DV5.TRAJ49.TRAC_TRBV7-2.TRBD1.TRBJ2-6.TRBC2","CD4 TCM","P1043CD3",1
"TRAV29DV5.TRAJ49.TRAC_TRBV7-2.TRBD2.TRBJ2-1.TRBC2","CD4 TCM","P1042MED",1
"TRAV29DV5.TRAJ49.TRAC_TRBV7-2.TRBD2.TRBJ2-5.TRBC2","CD4 TCM","P1043CD3",1
"TRAV29DV5.TRAJ49.TRAC_TRBV7-3.TRBD1.TRBJ2-1.TRBC2","CD8 Naive","P1043MED",1
"TRAV29DV5.TRAJ49.TRAC_TRBV7-6.TRBD1.TRBJ2-7.TRBC2","CD4 TCM","P1042MED",1
"TRAV29DV5.TRAJ49.TRAC_TRBV7-7.TRBD1.TRBJ2-2.TRBC2","CD4 TCM","P1043HIV",1
"TRAV29DV5.TRAJ49.TRAC_TRBV7-8.NA.TRBJ1-1.TRBC1","CD8 TEM","JLKCD3",1
"TRAV29DV5.TRAJ49.TRAC_TRBV7-8.NA.TRBJ1-2.TRBC1","CD4 Naive","P1043HIV",1
"TRAV29DV5.TRAJ49.TRAC_TRBV7-8.NA.TRBJ2-7.TRBC2","CD8 TCM","P1042MED",1
"TRAV29DV5.TRAJ49.TRAC_TRBV7-8.NA.TRBJ2-7.TRBC2","CD8 TEM","P1042MED",1
"TRAV29DV5.TRAJ49.TRAC_TRBV7-9.NA.TRBJ1-6.TRBC1","CD4 TCM","P1042CD3",1
"TRAV29DV5.TRAJ49.TRAC_TRBV7-9.NA.TRBJ2-7.TRBC2","CD8 TEM","P1042CD3",1
"TRAV29DV5.TRAJ49.TRAC_TRBV7-9.NA.TRBJ2-7.TRBC2","CD8 TEM","P1042HIV",2
"TRAV29DV5.TRAJ5.TRAC;TRAV25.TRAJ26.TRAC_TRBV5-8.NA.TRBJ2-4.TRBC2","CD4 TCM","P1043CD3",1
"TRAV29DV5.TRAJ5.TRAC_TRBV19.NA.TRBJ1-1.TRBC1","CD4 TCM","P1043CD3",1
"TRAV29DV5.TRAJ5.TRAC_TRBV27.NA.TRBJ2-1.TRBC2","CD4 TEM","P1043MED",1
"TRAV29DV5.TRAJ5.TRAC_TRBV6-3.NA.TRBJ2-1.TRBC2;TRBV6-5.TRBD1.TRBJ1-1.NA","CD4 Naive","P1043HIV",1
"TRAV29DV5.TRAJ50.TRAC;TRAV12-1.TRAJ29.TRAC_TRBV5-6.NA.TRBJ2-2.TRBC2","CD4 Proliferating","JLKCD3",1
"TRAV29DV5.TRAJ50.TRAC;TRAV38-2DV8.TRAJ48.TRAC_TRBV4-1.NA.TRBJ1-5.TRBC1","CD4 Naive","P1042HIV",1
"TRAV29DV5.TRAJ50.TRAC;TRAV8-2.TRAJ20.TRAC_TRBV7-6.NA.TRBJ2-6.TRBC2","CD8 Naive","JLKMED",1
"TRAV29DV5.TRAJ50.TRAC;TRAV8-2.TRAJ42.TRAC_TRBV13.NA.TRBJ2-7.TRBC2","CD4 TCM","P1042HIV",1
"TRAV29DV5.TRAJ50.TRAC_NA","CD4 Naive","P1043CD3",1
"TRAV29DV5.TRAJ50.TRAC_TRBV11-1.NA.TRBJ2-7.TRBC2","CD4 TCM","P1042MED",1
"TRAV29DV5.TRAJ50.TRAC_TRBV19.NA.TRBJ1-5.TRBC1","CD4 Proliferating","P1043CD3",1
"TRAV29DV5.TRAJ50.TRAC_TRBV19.NA.TRBJ2-3.TRBC2","CD4 TCM","P1043CD3",1
"TRAV29DV5.TRAJ50.TRAC_TRBV2.NA.TRBJ1-2.TRBC1","CD4 Naive","JLKCD3",1
"TRAV29DV5.TRAJ50.TRAC_TRBV2.NA.TRBJ1-2.TRBC1;TRBV6-4.NA.TRBJ1-1.TRBC1","CD8 TEM","P1042HIV",1
"TRAV29DV5.TRAJ50.TRAC_TRBV27.NA.TRBJ1-2.TRBC1","CD8 Naive","P1043HIV",1
"TRAV29DV5.TRAJ50.TRAC_TRBV3-1.NA.TRBJ1-6.TRBC1","CD4 Naive","P1042MED",1
"TRAV29DV5.TRAJ50.TRAC_TRBV5-1.NA.TRBJ2-1.TRBC2","CD4 Naive","P1042MED",1
"TRAV29DV5.TRAJ50.TRAC_TRBV5-4.NA.TRBJ2-7.TRBC2","CD4 Naive","P1043HIV",1
"TRAV29DV5.TRAJ50.TRAC_TRBV5-4.NA.TRBJ2-7.TRBC2","CD4 TCM","P1043CD3",1
"TRAV29DV5.TRAJ50.TRAC_TRBV6-1.NA.TRBJ2-3.TRBC2","CD4 TCM","JLKCD3",1
"TRAV29DV5.TRAJ50.TRAC_TRBV6-3.TRBD1.TRBJ1-2.TRBC1","CD4 TCM","P1042MED",1
"TRAV29DV5.TRAJ50.TRAC_TRBV6-5.TRBD1.TRBJ2-5.TRBC2","CD8 Naive","P1042MED",1
"TRAV29DV5.TRAJ50.TRAC_TRBV7-2.NA.TRBJ2-1.TRBC2","CD4 TCM","P1042MED",1
"TRAV29DV5.TRAJ50.TRAC_TRBV7-3.TRBD1.TRBJ2-6.TRBC2","CD4 TCM","P1042HIV",1
"TRAV29DV5.TRAJ50.TRAC_TRBV7-8.NA.TRBJ2-1.TRBC2","CD4 TCM","P1043MED",1
"TRAV29DV5.TRAJ52.TRAC;TRAV1-2.TRAJ33.TRAC_TRBV4-2.TRBD2.TRBJ2-7.TRBC2;TRBV11-1.TRBD1.TRBJ2-3.TRBC2","CD8 Proliferating","P1043CD3",1
"TRAV29DV5.TRAJ52.TRAC;TRAV10.TRAJ47.TRAC_TRBV27.NA.TRBJ1-5.TRBC1","CD8 Naive","P1042MED",1
"TRAV29DV5.TRAJ52.TRAC;TRAV19.TRAJ52.TRAC_TRBV7-9.NA.TRBJ2-3.TRBC2;TRBV7-6.TRBD1.TRBJ2-1.TRBC2","CD8 TEM","JLKCD3",1
"TRAV29DV5.TRAJ52.TRAC;TRAV20.TRAJ32.TRAC_TRBV19.NA.TRBJ2-3.TRBC2","CD4 TCM","P1043CD3",1
"TRAV29DV5.TRAJ52.TRAC;TRAV29DV5.TRAJ42.TRAC_TRBV7-9.NA.TRBJ2-6.TRBC2","CD4 Naive","P1043HIV",1
"TRAV29DV5.TRAJ52.TRAC_NA","CD4 Naive","P1042HIV",1
"TRAV29DV5.TRAJ52.TRAC_NA","CD4 Naive","P1042MED",1
"TRAV29DV5.TRAJ52.TRAC_NA","CD4 Proliferating","JLKCD3",1
"TRAV29DV5.TRAJ52.TRAC_NA","CD4 TCM","JLKCD3",1
"TRAV29DV5.TRAJ52.TRAC_NA","CD4 TCM","JLKMED",1
"TRAV29DV5.TRAJ52.TRAC_NA","CD8 Naive","JLKMED",1
"TRAV29DV5.TRAJ52.TRAC_NA","CD8 Naive","P1042HIV",2
"TRAV29DV5.TRAJ52.TRAC_NA","CD8 TCM","JLKMED",1
"TRAV29DV5.TRAJ52.TRAC_TRBV10-3.NA.TRBJ1-1.TRBC1","CD4 TCM","P1043HIV",1
"TRAV29DV5.TRAJ52.TRAC_TRBV11-1.NA.TRBJ2-1.TRBC2","CD4 Proliferating","P1043CD3",1
"TRAV29DV5.TRAJ52.TRAC_TRBV11-3.NA.TRBJ2-7.TRBC2","CD4 TCM","P1042MED",1
"TRAV29DV5.TRAJ52.TRAC_TRBV12-4.NA.TRBJ2-7.TRBC2","CD4 TCM","P1043CD3",1
"TRAV29DV5.TRAJ52.TRAC_TRBV12-4.TRBD1.TRBJ2-5.TRBC2","CD8 Naive","P1043MED",1
"TRAV29DV5.TRAJ52.TRAC_TRBV13.NA.TRBJ1-1.TRBC1","CD4 TCM","P1043CD3",1
"TRAV29DV5.TRAJ52.TRAC_TRBV19.NA.TRBJ1-1.TRBC1","CD4 TCM","P1043HIV",1
"TRAV29DV5.TRAJ52.TRAC_TRBV19.NA.TRBJ2-3.TRBC2","CD4 TCM","P1043HIV",1
"TRAV29DV5.TRAJ52.TRAC_TRBV19.NA.TRBJ2-3.TRBC2","CD4 TCM","P1043MED",1
"TRAV29DV5.TRAJ52.TRAC_TRBV19.NA.TRBJ2-7.TRBC2","CD4 Proliferating","JLKCD3",1
"TRAV29DV5.TRAJ52.TRAC_TRBV19.NA.TRBJ2-7.TRBC2","CD8 Naive","P1043HIV",1
"TRAV29DV5.TRAJ52.TRAC_TRBV19.TRBD1.TRBJ1-5.TRBC1","CD4 TCM","JLKCD3",1
"TRAV29DV5.TRAJ52.TRAC_TRBV19.TRBD1.TRBJ2-3.TRBC2","CD4 TCM","P1042HIV",1
"TRAV29DV5.TRAJ52.TRAC_TRBV2.NA.TRBJ1-1.TRBC1;TRBV2.NA.TRBJ2-4.TRBC2","CD4 Naive","P1043HIV",1
"TRAV29DV5.TRAJ52.TRAC_TRBV2.NA.TRBJ2-2.TRBC2","CD4 Naive","JLKMED",1
"TRAV29DV5.TRAJ52.TRAC_TRBV20-1.NA.TRBJ1-1.TRBC1;TRBV19.TRBD1.TRBJ1-2.TRBC1","CD4 TCM","JLKMED",1
"TRAV29DV5.TRAJ52.TRAC_TRBV20-1.NA.TRBJ2-1.TRBC2","CD4 TCM","JLKCD3",1
"TRAV29DV5.TRAJ52.TRAC_TRBV24-1.TRBD1.TRBJ2-7.TRBC2;TRBV6-6.NA.TRBJ2-7.TRBC2","CD8 Naive","JLKMED",1
"TRAV29DV5.TRAJ52.TRAC_TRBV27.NA.TRBJ2-1.TRBC2","CD4 Proliferating","JLKCD3",1
"TRAV29DV5.TRAJ52.TRAC_TRBV27.NA.TRBJ2-1.TRBC2","CD4 TCM","P1043CD3",1
"TRAV29DV5.TRAJ52.TRAC_TRBV27.NA.TRBJ2-7.TRBC2","CD8 TCM","P1043HIV",1
"TRAV29DV5.TRAJ52.TRAC_TRBV28.NA.TRBJ1-1.TRBC1","CD8 Naive","P1042MED",1
"TRAV29DV5.TRAJ52.TRAC_TRBV29-1.NA.TRBJ1-5.TRBC1;TRBV15.NA.TRBJ2-3.TRBC2","CD8 TEM","JLKMED",1
"TRAV29DV5.TRAJ52.TRAC_TRBV29-1.NA.TRBJ2-7.TRBC2","CD8 Naive","JLKMED",1
"TRAV29DV5.TRAJ52.TRAC_TRBV3-1.NA.TRBJ2-7.TRBC2","CD4 TCM","P1042HIV",1
"TRAV29DV5.TRAJ52.TRAC_TRBV30.NA.TRBJ2-2.TRBC2","CD4 TCM","P1042CD3",1
"TRAV29DV5.TRAJ52.TRAC_TRBV30.NA.TRBJ2-7.TRBC2","CD4 Proliferating","JLKCD3",1
"TRAV29DV5.TRAJ52.TRAC_TRBV5-1.NA.TRBJ2-1.TRBC2","CD4 Naive","P1043HIV",1
"TRAV29DV5.TRAJ52.TRAC_TRBV5-1.NA.TRBJ2-1.TRBC2","Treg","P1042HIV",1
"TRAV29DV5.TRAJ52.TRAC_TRBV5-1.TRBD1.TRBJ1-2.TRBC1","CD4 Naive","P1043HIV",1
"TRAV29DV5.TRAJ52.TRAC_TRBV5-4.NA.TRBJ2-2.TRBC2","CD4 TCM","P1042MED",1
"TRAV29DV5.TRAJ52.TRAC_TRBV5-4.NA.TRBJ2-5.TRBC2;TRBV6-4.NA.TRBJ1-6.TRBC1","CD4 TCM","P1043CD3",1
"TRAV29DV5.TRAJ52.TRAC_TRBV5-4.TRBD1.TRBJ2-1.TRBC2","CD8 Naive","JLKCD3",1
"TRAV29DV5.TRAJ52.TRAC_TRBV5-6.NA.TRBJ2-1.TRBC2","CD8 Naive","JLKMED",1
"TRAV29DV5.TRAJ52.TRAC_TRBV6-1.NA.TRBJ1-4.TRBC1","CD8 Naive","P1043HIV",1
"TRAV29DV5.TRAJ52.TRAC_TRBV6-2.NA.TRBJ2-5.TRBC2","CD4 TCM","P1042CD3",1
"TRAV29DV5.TRAJ52.TRAC_TRBV6-3.NA.TRBJ2-7.TRBC2","CD8 Naive","P1043CD3",1
"TRAV29DV5.TRAJ52.TRAC_TRBV6-5.NA.TRBJ2-1.TRBC2","CD4 Proliferating","P1043CD3",1
"TRAV29DV5.TRAJ52.TRAC_TRBV6-6.NA.TRBJ2-3.TRBC2","CD4 TCM","JLKMED",1
"TRAV29DV5.TRAJ52.TRAC_TRBV6-6.NA.TRBJ2-3.TRBC2","dnT","P1042MED",1
"TRAV29DV5.TRAJ52.TRAC_TRBV7-2.NA.TRBJ2-1.TRBC2","CD4 Naive","P1043CD3",1
"TRAV29DV5.TRAJ52.TRAC_TRBV7-2.NA.TRBJ2-5.TRBC2","CD4 TCM","JLKCD3",1
"TRAV29DV5.TRAJ52.TRAC_TRBV7-2.NA.TRBJ2-7.TRBC2","CD4 TCM","P1043HIV",1
"TRAV29DV5.TRAJ52.TRAC_TRBV7-3.NA.TRBJ2-5.TRBC2","CD8 Naive","P1042HIV",1
"TRAV29DV5.TRAJ52.TRAC_TRBV7-6.TRBD1.TRBJ1-2.TRBC1","CD4 Naive","P1042MED",1
"TRAV29DV5.TRAJ52.TRAC_TRBV7-6.TRBD1.TRBJ2-1.TRBC2","CD8 TEM","JLKMED",1
"TRAV29DV5.TRAJ52.TRAC_TRBV7-8.NA.TRBJ2-3.TRBC2","CD4 TCM","JLKMED",1
"TRAV29DV5.TRAJ52.TRAC_TRBV7-9.NA.TRBJ1-2.TRBC1","CD4 TCM","P1042MED",1
"TRAV29DV5.TRAJ52.TRAC_TRBV7-9.NA.TRBJ1-5.TRBC1","CD4 Proliferating","JLKCD3",1
"TRAV29DV5.TRAJ52.TRAC_TRBV7-9.NA.TRBJ2-7.TRBC2","CD4 TCM","P1042HIV",1
"TRAV29DV5.TRAJ52.TRAC_TRBV9.NA.TRBJ2-1.TRBC2","CD4 Proliferating","P1043CD3",1
"TRAV29DV5.TRAJ53.TRAC;TRAV10.TRAJ43.TRAC_TRBV7-8.NA.TRBJ2-3.TRBC2","CD8 Naive","P1042MED",1
"TRAV29DV5.TRAJ53.TRAC;TRAV12-1.TRAJ46.TRAC_TRBV20-1.TRBD1.TRBJ1-5.TRBC1","CD4 TCM","P1043MED",1
"TRAV29DV5.TRAJ53.TRAC;TRAV12-2.TRAJ23.TRAC_TRBV5-5.NA.TRBJ2-6.TRBC2","CD4 TCM","P1042MED",1
"TRAV29DV5.TRAJ53.TRAC;TRAV23DV6.TRAJ52.TRAC_TRBV6-1.TRBD1.TRBJ2-7.TRBC2","CD4 TCM","P1042MED",1
"TRAV29DV5.TRAJ53.TRAC;TRAV29DV5.TRAJ48.TRAC_TRBV20-1.NA.TRBJ2-7.TRBC2","CD4 TCM","P1043CD3",1
"TRAV29DV5.TRAJ53.TRAC;TRAV29DV5.TRAJ49.TRAC_TRBV11-3.NA.TRBJ1-1.TRBC1","CD4 TCM","P1043CD3",1
"TRAV29DV5.TRAJ53.TRAC;TRAV29DV5.TRAJ54.TRAC_TRBV7-7.TRBD1.TRBJ2-1.TRBC2","CD4 TCM","JLKMED",1
"TRAV29DV5.TRAJ53.TRAC;TRAV36DV7.TRAJ42.TRAC_TRBV5-5.TRBD1.TRBJ2-1.TRBC2","CD4 TCM","P1042HIV",1
"TRAV29DV5.TRAJ53.TRAC;TRAV39.TRAJ56.TRAC_TRBV10-3.NA.TRBJ2-5.TRBC2","CD4 TCM","P1043MED",1
"TRAV29DV5.TRAJ53.TRAC;TRAV8-6.TRAJ21.TRAC_TRBV10-3.NA.TRBJ1-3.TRBC1","CD4 TCM","P1042HIV",1
"TRAV29DV5.TRAJ53.TRAC;TRAV8-6.TRAJ58.TRAC_TRBV19.TRBD2.TRBJ2-3.TRBC2","CD4 TCM","P1042HIV",1
"TRAV29DV5.TRAJ53.TRAC_NA","CD4 Naive","P1042HIV",1
"TRAV29DV5.TRAJ53.TRAC_NA","CD4 Naive","P1043CD3",1
"TRAV29DV5.TRAJ53.TRAC_NA","CD4 Proliferating","P1042CD3",1
"TRAV29DV5.TRAJ53.TRAC_NA","CD4 Proliferating","P1043CD3",1
"TRAV29DV5.TRAJ53.TRAC_NA","CD4 TCM","JLKCD3",2
"TRAV29DV5.TRAJ53.TRAC_NA","CD4 TCM","P1042HIV",1
"TRAV29DV5.TRAJ53.TRAC_NA","CD4 TCM","P1043CD3",2
"TRAV29DV5.TRAJ53.TRAC_NA","CD8 Naive","P1043MED",1
"TRAV29DV5.TRAJ53.TRAC_NA","CD8 TCM","JLKMED",1
"TRAV29DV5.TRAJ53.TRAC_TRBV12-4.NA.TRBJ1-2.TRBC1","CD4 TCM","P1042MED",1
"TRAV29DV5.TRAJ53.TRAC_TRBV12-4.NA.TRBJ2-2.TRBC2","CD8 Naive","P1043HIV",1
"TRAV29DV5.TRAJ53.TRAC_TRBV12-5.NA.TRBJ1-2.TRBC1","CD4 TCM","P1043CD3",1
"TRAV29DV5.TRAJ53.TRAC_TRBV14.NA.TRBJ2-2.TRBC2","CD4 Naive","JLKMED",1
"TRAV29DV5.TRAJ53.TRAC_TRBV18.NA.TRBJ1-1.TRBC1","CD4 Naive","JLKMED",1
"TRAV29DV5.TRAJ53.TRAC_TRBV18.NA.TRBJ1-1.TRBC1","CD4 Proliferating","P1043CD3",1
"TRAV29DV5.TRAJ53.TRAC_TRBV18.NA.TRBJ2-3.TRBC2","CD8 TEM","P1043MED",1
"TRAV29DV5.TRAJ53.TRAC_TRBV18.TRBD1.TRBJ1-6.TRBC1","CD4 Naive","P1042HIV",1
"TRAV29DV5.TRAJ53.TRAC_TRBV19.NA.TRBJ1-1.TRBC1","CD4 TCM","P1043CD3",1
"TRAV29DV5.TRAJ53.TRAC_TRBV19.NA.TRBJ1-2.TRBC1","CD4 TCM","P1042CD3",1
"TRAV29DV5.TRAJ53.TRAC_TRBV19.NA.TRBJ2-1.TRBC2","CD4 Naive","P1043HIV",1
"TRAV29DV5.TRAJ53.TRAC_TRBV19.NA.TRBJ2-2.TRBC2","CD4 Naive","P1043HIV",1
"TRAV29DV5.TRAJ53.TRAC_TRBV2.NA.TRBJ1-2.TRBC1","CD4 Naive","P1043MED",1
"TRAV29DV5.TRAJ53.TRAC_TRBV2.NA.TRBJ1-4.NA","CD4 TCM","P1043CD3",1
"TRAV29DV5.TRAJ53.TRAC_TRBV2.NA.TRBJ2-3.TRBC2","CD4 Naive","P1042MED",1
"TRAV29DV5.TRAJ53.TRAC_TRBV20-1.NA.TRBJ2-1.TRBC2","CD4 TCM","JLKMED",1
"TRAV29DV5.TRAJ53.TRAC_TRBV20-1.NA.TRBJ2-1.TRBC2","CD4 TCM","P1043CD3",1
"TRAV29DV5.TRAJ53.TRAC_TRBV27.NA.TRBJ2-7.TRBC2","CD4 TCM","JLKMED",1
"TRAV29DV5.TRAJ53.TRAC_TRBV28.NA.TRBJ1-5.TRBC1","CD4 TCM","P1043CD3",1
"TRAV29DV5.TRAJ53.TRAC_TRBV29-1.NA.TRBJ1-1.TRBC1","CD4 TCM","P1042HIV",1
"TRAV29DV5.TRAJ53.TRAC_TRBV29-1.NA.TRBJ2-3.TRBC2","CD4 TCM","P1043CD3",1
"TRAV29DV5.TRAJ53.TRAC_TRBV3-1.NA.TRBJ2-5.TRBC2","Treg","P1043HIV",1
"TRAV29DV5.TRAJ53.TRAC_TRBV3-1.NA.TRBJ2-7.TRBC2","CD4 TCM","P1043CD3",1
"TRAV29DV5.TRAJ53.TRAC_TRBV30.NA.TRBJ1-5.TRBC1","CD4 Naive","P1042CD3",1
"TRAV29DV5.TRAJ53.TRAC_TRBV30.NA.TRBJ2-3.TRBC2","CD8 Naive","JLKCD3",1
"TRAV29DV5.TRAJ53.TRAC_TRBV4-3.NA.TRBJ2-7.TRBC2","CD4 TCM","P1043CD3",1
"TRAV29DV5.TRAJ53.TRAC_TRBV5-1.NA.TRBJ2-3.TRBC2","CD4 TCM","P1042MED",1
"TRAV29DV5.TRAJ53.TRAC_TRBV5-4.NA.TRBJ1-1.TRBC1","CD4 TCM","P1043HIV",1
"TRAV29DV5.TRAJ53.TRAC_TRBV5-4.NA.TRBJ2-1.TRBC2","CD4 TCM","P1042CD3",1
"TRAV29DV5.TRAJ53.TRAC_TRBV5-4.NA.TRBJ2-7.TRBC2","CD4 TCM","P1043HIV",1
"TRAV29DV5.TRAJ53.TRAC_TRBV5-5.NA.TRBJ1-1.TRBC1","CD4 Naive","P1042HIV",1
"TRAV29DV5.TRAJ53.TRAC_TRBV5-5.TRBD1.TRBJ1-2.TRBC1","CD4 Naive","P1043MED",1
"TRAV29DV5.TRAJ53.TRAC_TRBV5-6.NA.TRBJ2-5.TRBC2","CD4 Naive","P1042MED",1
"TRAV29DV5.TRAJ53.TRAC_TRBV5-6.NA.TRBJ2-7.TRBC2","CD4 TCM","P1043CD3",1
"TRAV29DV5.TRAJ53.TRAC_TRBV5-6.NA.TRBJ2-7.TRBC2","CD4 TCM","P1043HIV",1
"TRAV29DV5.TRAJ53.TRAC_TRBV6-1.NA.TRBJ1-5.TRBC1","CD4 TCM","P1043CD3",1
"TRAV29DV5.TRAJ53.TRAC_TRBV6-1.NA.TRBJ2-4.TRBC2","CD4 TCM","P1043HIV",1
"TRAV29DV5.TRAJ53.TRAC_TRBV6-3.NA.TRBJ1-2.TRBC1","CD4 Naive","P1042MED",1
"TRAV29DV5.TRAJ53.TRAC_TRBV6-3.NA.TRBJ2-5.TRBC2","CD4 TCM","P1042HIV",1
"TRAV29DV5.TRAJ53.TRAC_TRBV6-3.TRBD1.TRBJ1-5.TRBC1","CD4 TCM","P1043HIV",1
"TRAV29DV5.TRAJ53.TRAC_TRBV6-5.NA.TRBJ1-1.TRBC1","CD4 TCM","P1043CD3",1
"TRAV29DV5.TRAJ53.TRAC_TRBV6-5.NA.TRBJ2-1.TRBC2","CD8 Naive","P1042CD3",1
"TRAV29DV5.TRAJ53.TRAC_TRBV6-6.NA.TRBJ1-2.TRBC1","CD4 TCM","P1042HIV",1
"TRAV29DV5.TRAJ53.TRAC_TRBV6-6.NA.TRBJ1-2.TRBC1;TRBV24-1.TRBD1.TRBJ2-6.TRBC2","CD8 Naive","JLKCD3",1
"TRAV29DV5.TRAJ53.TRAC_TRBV6-6.NA.TRBJ1-4.TRBC1","CD4 TCM","P1042HIV",1
"TRAV29DV5.TRAJ53.TRAC_TRBV6-6.NA.TRBJ1-5.TRBC1","CD4 TCM","P1042CD3",1
"TRAV29DV5.TRAJ53.TRAC_TRBV6-6.NA.TRBJ2-2.TRBC2","CD4 Proliferating","P1042CD3",1
"TRAV29DV5.TRAJ53.TRAC_TRBV6-6.NA.TRBJ2-7.TRBC2","CD4 TCM","P1042HIV",1
"TRAV29DV5.TRAJ53.TRAC_TRBV7-2.NA.TRBJ1-1.TRBC1","CD8 TEM","P1043HIV",1
"TRAV29DV5.TRAJ53.TRAC_TRBV7-2.NA.TRBJ1-2.TRBC1","CD4 TCM","P1042HIV",1
"TRAV29DV5.TRAJ53.TRAC_TRBV7-2.NA.TRBJ1-3.TRBC1","CD4 TCM","JLKCD3",1
"TRAV29DV5.TRAJ53.TRAC_TRBV7-2.NA.TRBJ1-6.TRBC1","CD4 TCM","P1042MED",1
"TRAV29DV5.TRAJ53.TRAC_TRBV7-2.NA.TRBJ2-2.TRBC2","CD4 TCM","P1043CD3",1
"TRAV29DV5.TRAJ53.TRAC_TRBV7-2.NA.TRBJ2-7.TRBC2","CD4 TCM","P1042MED",1
"TRAV29DV5.TRAJ53.TRAC_TRBV7-3.TRBD1.TRBJ1-2.TRBC1","CD4 TCM","P1043CD3",1
"TRAV29DV5.TRAJ53.TRAC_TRBV7-8.NA.TRBJ2-7.TRBC2","gdT","JLKCD3",1
"TRAV29DV5.TRAJ53.TRAC_TRBV7-9.NA.TRBJ1-2.TRBC1","CD4 Naive","P1043MED",1
"TRAV29DV5.TRAJ53.TRAC_TRBV7-9.NA.TRBJ1-3.TRBC1","CD4 TCM","P1042HIV",1
"TRAV29DV5.TRAJ53.TRAC_TRBV7-9.NA.TRBJ1-6.TRBC1","CD4 TCM","JLKCD3",1
"TRAV29DV5.TRAJ53.TRAC_TRBV7-9.TRBD2.TRBJ2-1.TRBC2","CD8 TEM","JLKMED",1
"TRAV29DV5.TRAJ54.TRAC;TRAV36DV7.TRAJ42.TRAC_TRBV5-1.NA.TRBJ2-1.TRBC2","CD4 TCM","JLKCD3",1
"TRAV29DV5.TRAJ54.TRAC;TRAV38-1.TRAJ32.TRAC_TRBV30.NA.TRBJ2-7.TRBC2","CD4 TCM","P1042HIV",1
"TRAV29DV5.TRAJ54.TRAC;TRAV38-2DV8.TRAJ53.TRAC_TRBV20-1.NA.TRBJ2-7.TRBC2","CD4 Proliferating","JLKCD3",1
"TRAV29DV5.TRAJ54.TRAC;TRAV9-2.TRAJ28.TRAC_TRBV20-1.TRBD1.TRBJ1-2.TRBC1","CD4 TCM","P1043CD3",1
"TRAV29DV5.TRAJ54.TRAC_NA","CD4 Proliferating","JLKCD3",1
"TRAV29DV5.TRAJ54.TRAC_NA","CD4 TCM","P1042CD3",1
"TRAV29DV5.TRAJ54.TRAC_NA","CD4 TCM","P1042MED",2
"TRAV29DV5.TRAJ54.TRAC_NA","CD8 Naive","P1042MED",1
"TRAV29DV5.TRAJ54.TRAC_TRBV10-3.NA.TRBJ2-7.TRBC2","CD4 TCM","P1042CD3",1
"TRAV29DV5.TRAJ54.TRAC_TRBV11-1.NA.TRBJ1-4.TRBC1","CD8 TCM","P1043MED",1
"TRAV29DV5.TRAJ54.TRAC_TRBV11-1.NA.TRBJ2-3.TRBC2","CD8 Naive","P1043HIV",1
"TRAV29DV5.TRAJ54.TRAC_TRBV11-1.NA.TRBJ2-5.TRBC2","CD8 TCM","P1043MED",1
"TRAV29DV5.TRAJ54.TRAC_TRBV11-1.NA.TRBJ2-7.TRBC2","CD4 Proliferating","JLKCD3",1
